SquareFeet,NumBedrooms,NumBathrooms,LotSize,YearBuilt,IncomeOfArea,HomeType,Region,SchoolQuality,Price
1580.3912383886807,5,2.5831158764589173,853.6851277696841,1927,73232.95512916634,Townhouse,East,Low,124206.98275764393
1845.3938120743928,1,1.025564188964736,203.8485976205093,2016,51607.73555152702,Apartment,North,Low,146776.97709506695
2165.631715701782,4,1.3660945455357543,525.5540208076594,1901,57488.760520110445,Apartment,East,High,167104.1291594705
2487.7725635611796,2,2.7615751014013514,591.2392266532545,1919,62304.81686599873,Single Family,South,High,193593.04719298182
,4,1.892241788523505,182.8210980439603,1974,92809.08182096461,Single Family,South,Medium,189601.24028768943
,1,3.7170534593818747,2693.5196279249726,1977,89620.3699915349,Apartment,North,Low,180036.47887180638
1446.8325129969858,5,2.2185092978717043,54.489096936042685,1923,83113.73143835794,Apartment,West,High,150836.8008765462
1401.8966879596646,1,1.6241007913931576,85.41141177745564,1976,70499.28625325298,Townhouse,South,Low,119191.96533604346
2406.262911197099,5,2.6367753078541107,1113.700338872212,1971,72820.88424057014,Single Family,West,High,189080.18015263413
2678.1200142854113,4,3.384920905527888,63.450923464143145,1943,88997.18742747034,Apartment,West,Medium,198198.6019325935
1963.994939209833,4,1.0582590885921843,240.05628825365315,1920,80519.57929310198,Apartment,West,Low,151903.09671353892
2501.766448946012,1,2.5165603558901237,660.5196956518662,1921,70270.12635056135,Single Family,East,Medium,134804.97115257563
2180.818012523817,1,3.3202796701814385,783.8886008730732,1972,92300.0737002442,Single Family,East,High,163060.40096773906
1677.4401226974378,3,1.3107659638960873,1546.8840271588194,2021,82217.94304245272,Single Family,North,High,193437.14050351264
2180.697802754207,5,3.708395556799436,779.3102229685687,1957,73636.29798758528,Condo,East,High,204434.57508864722
2769.0182832329847,3,1.793552229900548,930.6589135282143,2005,63115.34829627278,Condo,West,High,190315.87487221992
1982.0869804450242,2,1.5118108231384804,1491.6648096606816,2006,61761.36620060481,Townhouse,West,Low,157967.2056680033
2782.3218279070034,2,2.7677682187080235,403.3681652394632,1910,64957.3696719958,Condo,East,High,258889.48950100853
,1,1.5250934374540868,210.36561742574347,1979,76854.86328642978,Condo,East,Low,155163.95365932822
2410.9512521876118,4,3.0391045611135463,716.9302411674831,2013,82536.7422389921,Condo,West,Medium,199619.1392040847
2043.5235341190855,2,2.47030624599529,89.28923729037339,1952,48335.62231673446,Condo,North,High,181639.06587732444
1850.4963247670662,2,1.3298678852865398,35.33553408082605,1908,40801.019835231564,Apartment,West,Low,160733.1681365364
2045.8803882677512,3,3.737470403746144,769.3286718683469,1966,,Apartment,North,Low,162731.47502398732
1006.2155426995536,3,3.0196162298906506,1504.6251971383235,2017,63884.8507993698,Apartment,South,Low,125005.04384588283
1890.164056081244,2,2.637979079601304,292.09880709813103,1999,87939.2080098429,Condo,West,High,183496.51683726284
2178.5562857558734,1,2.123021846050392,87.85182383968504,1951,65793.72748025219,Condo,East,Low,199719.21052817983
2738.947022370758,3,1.4045797140114151,343.60340585695116,2014,73821.60023457839,Townhouse,East,Medium,215662.50633650823
1740.8648908631762,2,3.1225551131839664,249.87513457344528,2005,76268.56767981507,Townhouse,West,Medium,166199.29581565413
1595.7531985534063,4,3.440967460087178,232.98503928660514,1912,54646.437097434704,Townhouse,North,Medium,120882.75071645444
1749.1214782077318,3,1.3774565498149378,494.5393800456613,1900,91898.33247817405,Condo,East,Medium,148518.04299795022
2457.701058851037,2,2.483702873614427,96.02579907076434,1943,60027.9117103012,Apartment,South,Medium,154665.52759783412
2164.3755548298423,5,2.454538560977469,239.4063970857301,1974,93396.87183949421,Condo,East,Low,195706.0271973732
1735.1198981164807,3,2.049735124659903,1015.0470582397526,1923,68107.35997804427,Condo,North,High,145767.77416268934
2256.633716556678,5,3.3680256861754154,654.0468547113287,1904,64937.45053580341,Single Family,West,Medium,178328.47636199766
2048.5387746740203,3,1.2985893514205409,28.59663081762783,1965,53338.16224515548,Condo,East,High,170149.64425688706
2484.3224952664445,3,1.6150576746162701,360.67436198841307,1980,72959.27936797871,Townhouse,West,High,202135.1856081381
1648.9734530613239,5,1.0048083067555202,47.86755988804664,1980,103815.73591053908,Single Family,West,Low,125511.30191032967
1836.1689267011159,1,2.1189561642490444,1579.083590920979,1919,76203.82435603005,Single Family,South,High,172389.19210044813
,2,1.873534503701116,140.28083531581274,1963,74056.55307923356,Condo,South,Medium,154521.24028813388
1268.2425259339407,1,3.6009819512744694,1348.7111319683295,1914,60000.94561316262,Condo,West,High,149025.3418085091
2148.060138532288,1,3.2374307322284643,897.9090727359348,1967,78879.75622917671,Townhouse,North,Low,174667.50295106595
2130.5276360899447,2,1.2534165896868157,400.7721896908202,1953,72364.26710684424,Townhouse,South,High,166012.620610762
2002.5567283212304,4,3.222867745187111,204.96596438930538,1910,69057.48287887791,Condo,East,High,193649.82248815682
1882.7064333124265,1,3.026200664258671,975.7764018824391,1922,77421.92176492764,Townhouse,South,High,148062.40193446825
1292.3146289747929,1,1.8451728208009892,82.8996230682717,1900,42762.31031770161,Townhouse,West,Medium,117180.72322941598
1789.6773386173204,1,1.0463823241138301,99.20968540314675,1941,68492.13261407232,Condo,South,Medium,141511.3444301964
1828.6427417366153,4,1.3454872041661374,127.2672389904847,2013,52044.58232321944,Townhouse,North,High,147688.13921399278
1598.8613653891905,3,1.749823253855678,455.2747445050534,1946,70433.47747479915,Single Family,South,High,184719.0373139119
1919.3571441669953,5,3.4498670984569153,188.67592597029883,2014,59137.00936549968,Single Family,North,Low,139479.89002097756
2202.0254284072694,5,2.395938477723426,2263.2460265652726,2020,60162.40224158194,Townhouse,East,High,173067.49305081382
2943.0929506052653,4,3.755186579377151,108.52671396807145,1967,49998.380758214495,Single Family,South,Low,227899.76270371274
2087.2889064159194,1,3.3674453783449,818.9446652279187,1937,86734.97456870231,Apartment,East,Low,175913.63113500408
2128.775195361382,5,1.8613245395320206,50.37238039094035,1901,59833.802525981824,Townhouse,West,High,182219.21566278956
,4,3.536086469741539,218.04971363174482,1944,60636.42064549369,Single Family,East,Medium,155653.85927071708
1040.6143923504792,2,1.350174521232271,139.6998994858911,1926,92959.22606758628,Apartment,South,Low,127782.3837351827
1986.7430622753916,5,1.1083525613620093,1882.5768559833239,1997,78519.36149149876,Apartment,South,Medium,167756.6134132864
2030.1151049705131,2,2.8256143627399473,13.033700725775319,1976,39480.41142982027,Townhouse,North,Medium,159627.48541782043
3231.621056242643,1,2.0252291046389157,639.4730574151038,2010,90780.40257582723,Condo,South,Medium,262288.91518528294
1903.8195176094387,5,1.9882770599879414,142.32475459563324,1960,94718.35962548954,Apartment,West,Low,161480.00497061395
2150.7736711668063,4,3.0616245583950623,833.66240262215,1981,93315.64132384521,Townhouse,North,Low,191733.18398831892
1982.6441151473784,3,3.550311483468711,186.41987490973722,1910,80022.83864516696,Condo,South,High,192338.31277516787
1415.660981190234,5,1.9665265160206045,103.6869277138602,1968,,Apartment,South,Low,147864.25720275784
2571.4114072575103,5,1.9750414660675024,590.518674508589,1928,69261.61738977712,Apartment,South,High,193942.27994682812
2375.966516343387,5,2.6015531178771614,148.91774600637874,1924,48273.3204642544,Apartment,South,Low,210278.34580277905
2395.5159735215234,5,2.959550806241319,332.3254129846563,1977,57009.75916746895,Townhouse,West,Medium,190108.2648855211
1545.3062726026305,4,1.6087173866655335,70.51308842202216,1953,53336.6991405591,Townhouse,South,Low,160674.6589748083
2701.3971554680497,4,3.7380374587356178,644.7617353241012,1947,60594.54317215721,Condo,North,Medium,192684.26783791694
1299.0744686038597,3,2.9632495715560365,261.1423520250412,1945,72459.30835317195,Apartment,South,Low,148410.55708147172
2293.428546900135,4,2.8754854341042946,75.74862797445512,1940,63326.3207625173,Single Family,North,Medium,197122.20525222013
3095.227812904989,4,3.7125869082033045,676.6136692459296,2001,62682.07367065032,Condo,North,High,208241.01495201053
1504.7318374346557,1,3.7217952417834312,54.551639997151135,1940,65636.58332914798,Single Family,South,Medium,172079.71259616705
1716.851135198614,1,1.406650361879468,427.621832013795,1960,92492.09019327823,Apartment,West,Medium,186172.34496016553
2049.8256825438207,2,1.4352265119396017,467.5904791221556,2000,102456.33253526204,Townhouse,South,Low,172446.598003545
1748.2621729419004,3,3.2858460968204426,1332.1398814563724,1910,63239.55730271215,Single Family,South,High,128089.85081155987
1224.6682844669335,1,3.8706398366319115,81.83656151160558,1943,75041.11303745436,Townhouse,North,Low,130200.46879137428
2034.2814874030137,3,2.9995410355393237,529.714576182919,1931,57380.830561650306,Apartment,East,Medium,166944.84837427456
1468.8481431369476,3,2.2339509958215102,239.63810867658157,1948,81514.76957284761,Condo,East,Medium,135862.48898392785
2236.796215317591,5,3.0504194193212366,256.09189535057175,1905,62853.249071083854,Single Family,West,Medium,171301.6894517183
1540.2878828830985,3,1.6864347290696164,348.4021116421139,2015,59333.42705365304,Townhouse,North,Medium,161422.62717696672
2774.96720250877,5,3.993898899423351,133.14598172605636,1956,100023.80898723545,Single Family,West,Low,250766.74443625237
1608.3733538318816,2,2.293255653577054,309.18986341186053,1905,49658.96135512591,Apartment,South,Low,160953.6626369582
1838.9692418971622,2,3.7950580075260865,580.530367209215,1946,33207.58967968039,Condo,South,Low,176944.27984315972
2406.758608684835,2,2.292394158591325,305.42707834191935,1962,81022.45369223501,Apartment,West,High,194745.20870454624
,5,3.7844193433657707,21.719179678120017,1948,64485.57383570288,Townhouse,North,Medium,107835.0315875007
2113.729967302065,5,2.007056324439747,149.08594774921892,1921,60310.05131119117,Apartment,South,High,162751.80019056093
2653.571377141214,2,3.28162895396742,216.51596218767492,1966,110974.88500660966,Condo,North,Medium,201502.7210540211
1196.2583827193862,5,3.8530060372270487,219.03635485669105,1918,80953.39858874044,Apartment,South,Low,153793.51275971546
2092.3169292661523,4,2.937942034587305,42.238328337800056,1954,69122.28853741786,Townhouse,South,Medium,133336.80397802658
2129.9413971242116,4,3.0326956773246283,298.5282450959568,1933,59381.025404084525,Apartment,West,Medium,177364.32751338102
2390.9114358886554,5,1.3086587359661535,588.7449934707755,1940,76686.8177324753,Single Family,West,High,189483.0797662854
1381.5246445609591,5,2.422659841491703,24.94819738399661,2004,44007.21056208476,Single Family,North,Low,139507.85946490927
1339.7716934578618,1,3.6602662182603627,694.9989501276474,1906,62258.47841542298,Single Family,East,Medium,116579.00053070116
2260.970782808449,1,1.7227295086921544,1551.716684933653,1956,69443.51545303306,Single Family,East,Low,207181.826271151
2148.492336616593,3,3.365089040494939,4.69101515092044,1915,73202.37747545404,Condo,East,High,182933.07537419815
2125.2464251729384,3,3.027129657411823,107.64493365039192,1958,67863.52994808836,Townhouse,South,Medium,154113.5025185291
2173.2241047484877,3,1.6689578942216123,392.06990777452575,1937,59601.83134406655,Single Family,East,Medium,156924.23913997164
1659.9876392107547,2,1.8483736158038933,122.98191123627721,1908,83809.93218492308,Single Family,West,Medium,149547.07381048627
2116.1268485805017,4,2.2826827003620913,723.289837569333,2021,45225.196537013166,Single Family,East,Medium,180061.5639836804
2146.5362366493405,2,1.375387646562177,187.0808426697341,1976,65831.1419197736,Single Family,East,Low,161876.2365144348
1642.824290986816,5,3.740113891474621,173.80471035182805,1933,62231.041565185165,Townhouse,East,High,162919.1844936674
2932.8872555723783,1,3.2180728152161664,0.4621514098563699,1945,85177.64650063998,Apartment,East,High,221315.4663224816
2236.9164604558937,5,2.094892300010739,157.44181015684424,1936,63116.75358505953,Single Family,East,Medium,210515.33894408468
1404.3482513986755,5,1.8989964859148853,122.73964984274625,1942,76564.95335165966,Apartment,North,High,131452.2417219312
2328.276804316915,1,3.0687366109371323,210.21904831794592,1946,74995.70194239118,Townhouse,West,High,187796.69322783974
1512.6591648863393,5,2.2726627658582235,79.88292196157293,1905,42473.224868393205,Apartment,East,Low,155926.22623149402
2393.542301871226,3,1.6880097157152183,451.500548806514,1937,69015.28922635561,Apartment,South,Low,173546.29145881816
2579.297789503702,1,2.290452258921272,136.39117565344065,2011,43858.962673378715,Condo,North,Low,173688.83072711632
1589.6588408241448,5,3.6138909496677165,891.154725066386,2022,75269.27827681348,Apartment,South,Low,128876.19494084123
2481.6880646221607,3,1.2058199096198905,167.42733550939627,2015,59045.17699034246,Apartment,West,Medium,203537.75367490714
2206.390463468249,3,2.105074741845736,118.41184930534894,1960,87800.04365274096,Apartment,East,Low,157752.82876915508
2411.030079997245,4,3.887018269051496,29.21268200918089,1903,67288.47850183057,Single Family,West,Medium,196464.5782661693
2948.396491326974,3,1.0444955273637428,673.3574139092523,1904,58449.15546693647,Single Family,East,High,200990.06960629643
1877.3059419985648,2,3.671920952593656,354.8498860126924,1969,87997.88299292375,Condo,East,High,156406.2722621058
1623.1319178212552,1,2.1245010957314783,60.396717208118226,1959,56921.647529374706,Condo,South,Low,110435.73809347354
1555.2427851872383,1,1.5685546137263713,125.0870424710519,1976,83420.42592021459,Apartment,West,Medium,150752.2382638735
1592.0948575172808,1,1.0449392424151052,3330.0852552271426,2009,77012.93011027199,Single Family,East,Medium,137769.3943143099
1961.4491452929478,5,1.2115684041963881,820.0226035435949,1987,64518.52566100593,Apartment,West,Medium,163091.4953530515
2170.575987408322,5,1.5155300926725768,215.2910725607544,1991,49960.33291729537,Single Family,East,High,169417.32865996147
2138.3453996650096,2,1.0762277151387347,391.0491248942484,1976,,Condo,West,Low,218086.99128288956
2413.591624518012,3,2.0075496042700136,268.941839132329,2005,77506.96086039039,Townhouse,West,High,175612.70287706912
2006.5009459389535,5,1.134679343123262,18.534089766908476,2012,58420.77968859746,Townhouse,East,Medium,177932.10929978787
2726.7670385786587,3,3.0766481855334322,754.0660738185911,1955,73669.08526891885,Apartment,West,High,201544.0915287776
1867.671583381022,3,3.4567213406123796,631.129656330099,1981,85092.42848098729,Condo,East,Low,180577.3237938551
3360.0845832948094,5,3.662391770713275,262.8024121338223,1958,71680.2819129533,Single Family,East,Low,235811.29522266018
2312.8336738825033,5,2.647384542908006,935.0674786045582,1906,73575.98248979646,Apartment,East,Low,223252.92635218974
1571.4212217918587,2,3.8395286235395965,382.57847224253356,1967,85480.05615706042,Apartment,North,Medium,153023.12892927998
1464.5537509694439,4,1.0169363516793006,33.71585219909969,1930,93058.94161454764,Single Family,East,High,153169.97685537694
2241.2362076215927,1,1.402054966492368,150.1515519928695,1987,68206.01237557299,Apartment,West,Medium,206299.68705209353
1888.2686073370746,5,1.8794979421927454,309.7372850894899,1985,49938.35702007386,Single Family,North,Low,152206.66649593587
2357.000247046046,5,3.3670733258627106,54.60018295611351,1984,50461.35529635931,Condo,East,Medium,203626.48458852968
2236.6188122867725,3,3.6561674204015713,423.2438193594444,1947,59635.107807401626,Condo,West,Low,203596.28109404125
1963.5855436715635,4,2.8544033539182334,64.2396091503121,1941,55976.62710371524,Townhouse,West,High,153882.13432693822
1576.6031409657976,5,2.1497090332274156,111.88949250737947,1989,44762.96655848973,Condo,West,Low,158363.0173117179
1242.5763876570677,4,2.997536810758192,1122.0810292147798,1929,97717.37504697323,Single Family,North,High,122246.58610682588
1776.7425239664894,1,1.5426981160730984,4290.567388668098,2016,77921.488934145,Condo,South,High,166418.34823855502
2428.199397161736,3,2.373622156517296,399.535420762372,2015,62143.03604747513,Condo,South,Low,176941.33408318087
2107.046872065102,2,2.5226322949698696,483.3298716816052,1950,69512.24736412033,Single Family,North,High,174855.0790629308
1377.130610644006,1,1.3146136630336438,798.3377175247409,1934,43204.01368744837,Single Family,East,High,145530.95665234365
2086.590462925591,4,1.1016179806648188,595.5932759904771,1961,87359.82846863114,Condo,South,Low,203056.59315075882
2192.658689864418,4,3.2503164920504384,100.73172653916274,1950,40755.84412684427,Apartment,South,Low,125181.00541675102
1558.0712818994334,1,2.6041190778391257,265.2349276613967,1986,77650.41672466396,Condo,West,Low,133758.8953101905
2076.8625529727638,4,1.9967161056338063,382.9842415462017,2019,42423.6676787755,Single Family,West,Medium,193696.09184822254
2029.1043592229998,2,2.3116858949834502,222.91859579140274,2008,63789.8785732111,Single Family,East,Low,170594.8263330615
1428.5148510846884,2,3.873110239729889,96.85680208378349,2003,88640.33308406337,Apartment,South,Low,147383.67467654098
2178.8936801741415,4,2.154741315741852,666.1178007958351,1949,45490.71862537346,Apartment,West,High,192447.293213326
2280.3922631841174,4,1.310437679961319,110.8512981689317,1929,67769.36649672041,Condo,North,High,135340.8254395033
2541.5256215876384,2,2.3908065386900312,150.88098444382086,1918,79416.5601359078,Condo,East,High,180983.5466681759
,4,2.944145120434206,168.80016693175492,1995,76962.54250516578,Townhouse,West,Medium,219232.28501271488
1311.1653160214546,5,1.0363393482996746,88.23688253852283,1949,71052.78999667545,Single Family,West,Medium,103258.71942777943
1531.0874800424385,3,1.9970216800455416,947.0676317851679,1953,77436.45268507297,Condo,West,Low,150502.25217672868
2257.51763360433,5,2.1805432603913495,471.5950473192054,2022,60837.640665935665,Single Family,North,High,139896.4226615163
2256.8929754561045,4,2.3911445372918374,900.1422420396016,1982,98991.93782999496,Single Family,North,High,181760.298541933
2257.523843153024,4,1.9050525810233658,340.34189959599826,1985,45840.73220662247,Single Family,West,High,199179.32694471718
3926.365745327361,3,3.00076677539762,366.52962805013215,1903,87431.06116493163,Apartment,East,Medium,235334.9114161526
2285.4452553465835,4,3.834127671177437,478.744719158172,2008,72842.41805175274,Single Family,West,Low,179733.54091539598
2567.7828200902995,3,3.741994528119146,231.7480596908281,1911,79256.63847046524,Condo,South,Medium,219910.5019151772
2477.0008817466014,2,2.99318024442705,343.1693006457886,1914,81918.19026375609,Townhouse,West,High,181162.09538276162
2325.6956256528993,3,2.5206521984327503,395.8379089980096,2021,78334.42905194864,Apartment,North,Medium,196350.66502229535
1842.3653776798271,3,3.477445379324978,1534.6079945147824,1914,57834.673591615436,Townhouse,South,Low,195774.4513465388
2379.4846102466336,5,3.5078115635756904,1072.398227105092,1909,65705.95465766828,Condo,North,Low,203223.03132861396
1613.587392731214,4,3.4887191584590846,69.19780042036713,2017,48226.154994117525,Apartment,East,High,149375.96490398268
,2,1.4735378136081991,21.07939527145779,1960,65522.56410982866,Townhouse,East,Medium,195834.61941756483
1757.3182260854483,1,1.0762970240858205,570.2392136807617,1918,74837.78492212664,Apartment,West,High,163243.26079280648
2040.9370696931612,3,3.9495802292443303,25.225070573150216,1952,79106.92413035056,Single Family,East,High,173105.9946066927
3157.329283336754,1,3.8789625871629223,31.124473415260624,1971,75871.51517491392,Condo,South,Low,209522.71098516005
1066.367403704126,4,2.693135382666289,86.7384314427757,2014,43673.65387854798,Condo,North,High,133412.92155196343
2343.1300951872568,3,3.979191150152082,216.70633224643106,1956,61567.39101368908,Condo,West,High,226485.69185851506
1193.642064405174,1,3.311641134303582,285.4613330900492,1994,60066.257659487084,Single Family,East,Low,84982.28203190473
1764.0340671052832,5,2.5521405503603516,366.33712642121066,1908,50347.48100134963,Single Family,North,Medium,136483.43304738714
2544.475298483683,1,2.1679932014296672,2432.501372156195,1928,57460.9989834436,Single Family,North,Medium,192773.53839066564
2032.1400095477313,5,2.7785896284805545,243.2557728786386,1906,70019.18770554264,Condo,East,Medium,155124.6897661324
1461.127611035347,2,2.5474063049964375,139.0329591237878,1971,91206.82781167641,Single Family,West,Low,166390.78464078536
1642.348145370016,4,3.981407580103588,428.1300945200014,2004,55704.03506186506,Condo,North,High,161195.17244244367
2339.798874467338,1,2.471380948027711,121.13193800284571,1916,53067.033474914526,Apartment,West,Medium,190985.30554906616
1634.8166841414318,3,3.5077632585614715,1411.2545895265025,1978,61007.91334533169,Apartment,North,Low,186778.16896232805
2108.2292947909873,4,3.440871469414724,150.04895011712472,1915,75061.99580629166,Single Family,West,Medium,184404.5964130101
2022.7859199519069,1,1.2142188205173703,2299.302673550904,1970,88355.61835537814,Single Family,West,Medium,166895.76684450926
1674.1998261970914,3,1.2610203019318935,271.21679212636246,2005,68702.36638465045,Single Family,East,Medium,131332.09744018974
3071.972044662663,3,2.9794303444041885,837.4844826208256,1982,48311.81881071983,Apartment,North,High,227641.23687609987
2316.9595111590056,3,1.777324020205904,522.4603993161868,1937,51503.757575799245,Single Family,East,Low,158854.5322598675
987.4287066711964,3,2.9725811040913195,1355.232866411194,1988,72824.22082989916,Apartment,South,Medium,136053.77876621234
2093.227157384714,1,1.4338776829405901,490.98422136591705,1975,84928.81592014084,Townhouse,West,Medium,170566.95967379597
1669.106767615806,2,2.1912046816174118,435.2023658808887,1995,97236.12887261924,Single Family,North,Low,121773.26500538472
2426.216667398112,5,1.3074107989767518,529.0026788148316,1946,52263.98747645896,Townhouse,East,Low,207297.0522718189
1603.7396307836498,5,1.846279230446918,771.9785086989402,1909,72096.61571926478,Condo,South,Low,163207.6564161294
1942.6317792665504,5,1.264895770323014,1145.533996027788,2022,54552.32444132201,Condo,West,Low,179462.7834940587
2252.4936394902284,2,3.911735965593037,155.17854261569505,1923,56520.5998662306,Apartment,North,Low,148508.15291235936
2432.8775970850606,3,2.185175303536825,112.12651570491686,1949,55250.324015877384,Apartment,East,High,214867.41848938333
1399.8517964721118,3,3.703566303694558,17.476757051910152,1967,64986.08252838199,Apartment,North,Low,176636.06799816838
1832.7493820795257,4,3.913515307086545,231.0805933083475,1942,56765.81371041294,Townhouse,West,Medium,139124.42845259618
1762.5273444195218,5,3.7286879803827158,936.0024229424454,1936,107182.69085400201,Condo,South,High,178119.1850409234
1673.335383713144,5,2.3648789930986265,36.2087010217435,1944,63104.863250714916,Apartment,West,Medium,144776.61868116417
